COURSE_CODE	PREREQ_STRING	TOKENS	STATUS
MATH 1106	three years of high school mathematics, including trigonometry and logarithms, or a precalculus course (e.g., MATH 1101). No prior knowledge of calculus is required.	COURSE(Special requirement: high school math background)	OK (manually corrected)
MATH 1110	three years of high school mathematics, including trigonometry and logarithms, or a precalculus course (e.g., MATH 1101).	COURSE(Special requirement: high school math background)	OK (manually corrected)
MATH 1120	MATH 1110, excellent performance in MATH 1106, or equivalent AP credit.	COURSE(MATH 1110) OR COURSE(MATH 1106) OR COURSE(Special requirement: AP credit)	OK
MATH 1710	High school mathematics. No previous familiarity with computers presumed.	COURSE(Special requirement: high school math background)	OK (manually corrected)
MATH 1910	Three years high school mathematics, including trigonometry and logarithms, and at least one course in differential and integral calculus (e.g., MATH 1110), or equivalent AP credit.	COURSE(MATH 1110) OR COURSE(Special requirement: AP credit)	OK (manually corrected)
MATH 1920	MATH 1910 or equivalent AP credit.	COURSE(MATH 1910) OR COURSE(Special requirement: AP credit)	OK
MATH 2210	MATH 1110-MATH 1120 with high performance, equivalent AP credit, or permission of department.	LPAREN COURSE(MATH 1110) AND COURSE(MATH 1120) OR COURSE(Special requirement: AP credit) RPAREN OR COURSE(Permission: permission of department)	OK
MATH 2220	MATH 2210.	COURSE(MATH 2210)	OK
MATH 2230	MATH 1110-MATH 1120 with a grade of A- or better, equivalent AP credit, or permission of instructor.	LPAREN COURSE(MATH 1110) AND COURSE(MATH 1120) RPAREN OR COURSE(Special requirement: AP credit) OR COURSE(Permission: permission of instructor)	OK (manually corrected)
MATH 2310	MATH 1106, MATH 1110, or equivalent AP credit.	COURSE(MATH 1106) OR COURSE(MATH 1110) OR COURSE(Special requirement: AP credit)	OK
MATH 2930	MATH 1920.	COURSE(MATH 1920)	OK
MATH 2940	MATH 1920.	COURSE(MATH 1920)	OK
MATH 3040	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 3110	a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 3210	a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 3270	a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 3320	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 4040	a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 4130	high level of performance in a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: high level of performance in a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 4220	a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 4250	MATH 2210, MATH 2230-MATH 2240, MATH 2310, or MATH 2940 or equivalent and one additional mathematics course numbered 3000 or above.	LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: one additional mathematics course 3000+)	OK (manually corrected)
MATH 4310	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 4330	high level of performance in MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK (manually corrected)
MATH 4370	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 4410	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 4520	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 4530	MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MATH 4710	MATH 1110-MATH 1120, or equivalent.	COURSE(MATH 1110) AND COURSE(MATH 1120)	OK
MATH 5220	a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.	COURSE(Special requirement: a semester of linear algebra) LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: a semester of multivariable calculus) LPAREN COURSE(MATH 2220) OR COURSE(MATH 2240) OR COURSE(MATH 1920) RPAREN	OK
MATH 5250	MATH 2210, MATH 2230-MATH 2240, MATH 2310, or MATH 2940 or equivalent, and one additional mathematics course numbered 3000 or above.	LPAREN COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940) RPAREN AND COURSE(Special requirement: one additional mathematics course 3000+)	OK (manually corrected)
MATH 5410	MATH 2210, MATH 2230, MATH 2310, or MATH 2940, or equivalent.	COURSE(MATH 2210) OR COURSE(MATH 2230) OR COURSE(MATH 2310) OR COURSE(MATH 2940)	OK
MEDVL 2170	SPAN 2095, or CASE Q++.	COURSE(SPAN 2095) OR COURSE(Special requirement: CASE Q++)	OK
MEDVL 4754	some previous background in archaeology, material culture studies, ancient history, or related fields.	COURSE(Special requirement: background in archaeology/material culture/ancient history)	OK (manually corrected)
MSE 1140	knowledge of Calculus, Physics, and Chemistry at the high school level.	COURSE(Special requirement: high school calculus/physics/chemistry)	OK (manually corrected)
MSE 2610	PHYS 1112 or PHYS 1117.	COURSE(PHYS 1112) OR COURSE(PHYS 1117)	OK
MSE 3010	CHEM 2090 and ENGRD 2620/MSE 2620.	COURSE(CHEM 2090) AND LPAREN COURSE(ENGRD 2620) OR COURSE(MSE 2620) RPAREN	OK (manually corrected)
MSE 3030	MATH 1920 and PHYS 1112.	COURSE(MATH 1920) AND COURSE(PHYS 1112)	OK
MSE 3110	ENGRD 2610/MSE 2610 or ENGRD 2620/MSE 2620.	COURSE(ENGRD 2610) OR COURSE(MSE 2610) OR COURSE(ENGRD 2620) OR COURSE(MSE 2620)	OK
MSE 4030	MSE 3070 and MSE 3120.	COURSE(MSE 3070) AND COURSE(MSE 3120)	OK
MSE 4050	MSE 3120.	COURSE(MSE 3120)	OK
MSE 4071	MSE 3070.	COURSE(MSE 3070)	OK
MSE 4510	ENGRD 2020 or ENGRD 2610.	COURSE(ENGRD 2020) OR COURSE(ENGRD 2610)	OK
MSE 5210	MSE 2610 or permission of instructor. Corequisite: MSE 3010 or permission of instructor.	LPAREN COURSE(MSE 2610) RPAREN OR COURSE(Permission: permission of instructor)	OK
MSE 5320	MSE 2060, MSE 3030. Corequisite: MSE 3040 or equivalent background.	COURSE(MSE 2060) AND COURSE(MSE 3030)	OK
MSE 5410	MSE 2620 or ECE 3150, or equivalent that covers basics on semiconductors, and semiconductor devices, MATH 2930-MATH 2940, CHEM 2090.	LPAREN COURSE(MSE 2620) OR COURSE(ECE 3150) RPAREN AND COURSE(MATH 2930) AND COURSE(MATH 2940) AND COURSE(CHEM 2090)	OK (manually corrected)
MSE 5411	Prerequisite or corequisite: ECE 4360/MSE 5410, AEP 6620 or equivalents.	COURSE(ECE 4360) OR COURSE(MSE 5410) OR COURSE(AEP 6620)	OK
MSE 5625	statistical physics and/or thermodynamics; electrostatics; vector calculus; differential equations; basic scientific computing; introductory biology.	COURSE(Special requirement: statistical physics/thermodynamics/electrostatics/calculus/computing/biology background)	OK (manually corrected)
MSE 5801	engineering math and science equivalent to MATH 2940, PHYS 2214, and CHEM 2090.	COURSE(MATH 2940) AND COURSE(PHYS 2214) AND COURSE(CHEM 2090)	OK (manually corrected)
MUSIC 2101	basic ability to read/write music, to sing/play an instrument, and to navigate the keyboard (advanced skills not necessary), as evaluated by diagnostic exam (administered in first class meeting of semester) and/or permission of instructor.	COURSE(Special requirement: basic music reading/instrument/keyboard ability)	OK (manually corrected)
MUSIC 3122	ability to read staff notation.	COURSE(Special requirement: ability to read staff notation)	OK
MUSIC 3431	Recommended prerequisite: some experience with audio/video recording or editing.	COURSE(Special requirement: experience with audio/video recording or editing)	OK (manually corrected)
MUSIC 3514	successful audition with faculty sponsor required.	COURSE(Special requirement: successful audition with faculty sponsor required)	OK
MUSIC 4901	experience in proposed area of study.	COURSE(Special requirement: experience in proposed area of study)	OK
NBA 5060	NCC 5000, NCC 5060 or permission of instructor.	LPAREN COURSE(NCC 5000) OR COURSE(NCC 5060) RPAREN OR COURSE(Permission: permission of instructor)	OK
NBA 5090	NBA 5060, finance immersion course, or permission of instructor.	LPAREN COURSE(NBA 5060) OR COURSE(Special requirement: finance immersion course) RPAREN OR COURSE(Permission: permission of instructor)	OK
NBA 5110	NCC 5000 or equivalent, as well as mastery of basic Excel skills.	COURSE(NCC 5000) AND COURSE(Special requirement: mastery of basic Excel skills)	OK (manually corrected)
NBA 5121	NBA 5120.	COURSE(NBA 5120)	OK
NBA 5130	NCC 5060 or equivalent.	COURSE(NCC 5060)	OK
NBA 5430	NCC 5060 or NCC 5560.	COURSE(NCC 5060) OR COURSE(NCC 5560)	OK
NBA 5540	NCC 5060 or equivalent.	COURSE(NCC 5060)	OK
NBA 5550	NCC 5060, NCC 5010.	COURSE(NCC 5060) AND COURSE(NCC 5010)	OK
NCC 5560	instructors of some sections may require a previous course in financial accounting.	COURSE(Special requirement: instructors of some sections may require a previous course in financial accounting)	OK
NEPAL 2201	NEPAL 1122 or placement by examination.	COURSE(NEPAL 1122) OR COURSE(Special requirement: placement by examination)	OK
NEPAL 3301	NEPAL 2202 or placement by examination.	COURSE(NEPAL 2202) OR COURSE(Special requirement: placement by examination)	OK
NES 2201	URDU 1125.	COURSE(URDU 1125)	OK
NES 3325	intermediate Urdu or same level of written and oral proficiency.	COURSE(Special requirement: intermediate Urdu or equivalent proficiency)	OK (manually corrected)
NES 4654	some previous background in archaeology, material culture studies, ancient history, or related fields.	COURSE(Special requirement: background in archaeology/material culture/ancient history)	OK (manually corrected)
NMI 5170	NBA 6030.	COURSE(NBA 6030)	OK
NS 2060	NS 1600, NS 2600.	COURSE(NS 1600) AND COURSE(NS 2600)	OK
NS 2061	NS 1600, NS 2060, NS 2600.	COURSE(NS 1600) AND COURSE(NS 2060) AND COURSE(NS 2600)	OK
NS 2450	students must have taken another NS course prior to requesting enrollment.	COURSE(Special requirement: students must have taken another NS course prior to requesting enrollment)	OK
NS 2470	Recommended prerequisite: NS 1150 or NS 1220.	COURSE(NS 1150) OR COURSE(NS 1220)	OK
NS 3200	one year college biology, one year college general chemistry, and CHEM 1570 or CHEM 3570 or permission of instructor.	LPAREN COURSE(Special requirement: one year college biology) AND COURSE(Special requirement: one year college general chemistry) AND COURSE(CHEM 1570) OR COURSE(CHEM 3570) RPAREN OR COURSE(Permission: permission of instructor)	OK
NS 3320	undergraduate biochemistry, NS 3450, NS 3310 preferred, or (where possible) concurrent registration.	COURSE(Special: undergraduate biochemistry) OR COURSE(NS 3450) OR COURSE(NS 3310)	OK (manually corrected)
NS 3450	college-level courses in general chemistry and biology; organic chemistry or concurrent registration.	COURSE(Special requirement: college-level general chemistry) AND COURSE(Special requirement: biology) AND LPAREN COURSE(Special requirement: organic chemistry) OR COURSE(Special requirement: concurrent registration) RPAREN	OK (manually corrected)
NS 4060	NS 1600, NS 2600. Recommended: STSCI 2150, NS 3600.	COURSE(NS 1600) AND COURSE(NS 2600)	OK (manually corrected)
NS 4330	introductory biology course (BIOG 1440, BIOMG 3320 or equivalent) and introductory nutrition course (NS1150 or equivalent),	LPAREN COURSE(BIOG 1440) OR COURSE(BIOMG 3320) OR COURSE(Special requirement: introductory biology) RPAREN AND LPAREN COURSE(NS 1150) OR COURSE(Special requirement: introductory nutrition) RPAREN	OK (manually corrected)
NS 4410	NS 3200 or equivalent (can be taken concurrently). Recommended Prerequisites: NS 1150 or NS 1220; NS 3410 or NS 3420.	COURSE(NS 3200) OR LPAREN COURSE(Special requirement: can be taken concurrently) RPAREN	OK
NS 4420	Prerequisite or corequisite: NS 1220, NS 2470, NS 4410, or permission of instructor.	LPAREN COURSE(NS 1220) OR COURSE(NS 2470) OR COURSE(NS 4410) RPAREN OR COURSE(Permission: permission of instructor)	OK
NS 4430	NS 3410.	COURSE(NS 3410)	OK
NS 4480	ECON 1110, AEM 2100, or equivalent, and 9 additional credits in economics, applied economics, or nutrition. Recommended prerequisite: ECON 3140, NS 3600, or equivalent.	LPAREN COURSE(ECON 1110) OR COURSE(AEM 2100) RPAREN AND COURSE(Special requirement: 9 additional credits in economics/applied economics/nutrition)	OK (manually corrected)
NS 4500	NS 1150, NS 1400, or NS 1600 (or equivalent) and an introductory social science course.	LPAREN COURSE(NS 1150) OR COURSE(NS 1400) OR COURSE(NS 1600) RPAREN AND COURSE(Special requirement: an introductory social science course)	OK (manually corrected)
NS 4570	introductory microeconomics and statistics or permission of instructor.	LPAREN COURSE(Special requirement: introductory microeconomics) AND COURSE(Special requirement: statistics) RPAREN OR COURSE(Permission: permission of instructor)	OK
NS 4600	completion of all requirements for Global and Public Health Sciences major, or Global Health minor, or permission of instructor.	COURSE(Special requirement: Global and Public Health Sciences major or Global Health minor) OR COURSE(Permission: permission of instructor)	OK (manually corrected)
NTRES 2100	one introductory college biology course.	COURSE(Special requirement: one introductory college biology course)	OK
NTRES 3020	at least one of the following: a studio art class or a college-level biology class or a visual studies class or an environment and sustainability class or permission of instructor.	COURSE(Special requirement: a studio art class)	OK
NTRES 3030	CHEM 2070 or equivalent, MATH 1120, and a course in biology and/or geology.	COURSE(CHEM 2070) AND COURSE(MATH 1120) AND COURSE(Special requirement: biology or geology course)	OK (manually corrected)
NTRES 3100	Recommended prerequisite: calculus (MATH 1106, MATH 1110 - AP calculus in high school is sufficient), background in Ecology or Biology.	COURSE(MATH 1106) OR COURSE(MATH 1110)	OK (manually corrected)
ORIE 3300	MATH 2210 or MATH 2940.	COURSE(MATH 2210) OR COURSE(MATH 2940)	OK
ORIE 3500	ENGRD 2700 or equivalent.	COURSE(ENGRD 2700)	OK
ORIE 4130	ORIE 3500, ORIE 3510.	COURSE(ORIE 3500) AND COURSE(ORIE 3510)	OK
ORIE 4570	ORIE 3300, ORIE 3500, and ORIE 3510.	COURSE(ORIE 3300) AND COURSE(ORIE 3500) AND COURSE(ORIE 3510)	OK
ORIE 4580	CS 2110/ENGRD 2110. Corequisite: ORIE 3500 with the permission of instructor.	COURSE(CS 2110) OR COURSE(ENGRD 2110)	OK
ORIE 4630	engineering math through MATH 2940, ENGRD 2700 and ORIE 3500, and knowledge of R and multiple linear regression equivalent to ORIE 3120. No previous knowledge of finance required.	COURSE(MATH 2940) AND COURSE(ENGRD 2700) AND COURSE(ORIE 3500) AND COURSE(ORIE 3120)	OK (manually corrected)
ORIE 4820	ENGRD 2700, ORIE 3300 or equivalent.	COURSE(ENGRD 2700) OR COURSE(ORIE 3300)	OK
ORIE 5140	Prerequisite or corequisite: enrollment in group-based project with strong system design component approved by course instructor.	COURSE(Special requirement: enrollment in group-based project with strong system design component approved by course instructor)	OK
ORIE 5235	coursework in ML, data science, law and policy or ethics, calculus and algebra, algorithms, and python programming. Recommended prerequisite: coursework in theory and optimization.	COURSE(Special requirement: coursework in ML/data science/law/policy/ethics) AND COURSE(Special requirement: calculus/algebra/algorithms/python)	OK (manually corrected)
ORIE 5258	ENGRD 2700 and familiarity with Python.	COURSE(ENGRD 2700) AND COURSE(Special requirement: familiarity with Python)	OK
ORIE 5300	MATH 2940.	COURSE(MATH 2940)	OK
ORIE 5355	Recommended prerequisite: ENGRD 2700, CS 1380, or equivalent, and experience programming in Python. Recommended corequisite: INFO 5430 or CS 5785.	LPAREN COURSE(ENGRD 2700) OR COURSE(CS 1380) RPAREN AND COURSE(Special requirement: experience programming in Python)	OK (manually corrected)
ORIE 5500	ENGRD 2700.	COURSE(ENGRD 2700)	OK
ORIE 5530	ENGRD 2700.	COURSE(ENGRD 2700)	OK
ORIE 5570	ORIE 3150, ORIE 3300, and ORIE 3500, or equivalents.	COURSE(ORIE 3150) AND COURSE(ORIE 3300) AND COURSE(ORIE 3500)	OK
ORIE 5580	ORIE 3500 or equivalent, CS 2110/ENGRD 2110. For students with insufficient background in probability, ORIE 3500 must be taken in parallel.	COURSE(ORIE 3500) AND LPAREN COURSE(CS 2110) OR COURSE(ENGRD 2110) RPAREN	OK (manually corrected)
ORIE 5581	ORIE 3500 or equivalent, CS 2110/ENGRD 2110. For students with insufficient background in probability, ORIE 3500 must be taken in parallel.	COURSE(ORIE 3500) AND LPAREN COURSE(CS 2110) OR COURSE(ENGRD 2110) RPAREN	OK (manually corrected)
ORIE 5600	ORIE 3510.	COURSE(ORIE 3510)	OK
ORIE 5630	MATH 2940, ENGRD 2700, ORIE 3500, ORIE 3120.	COURSE(MATH 2940) AND COURSE(ENGRD 2700) AND COURSE(ORIE 3500) AND COURSE(ORIE 3120)	OK
ORIE 5750	CS 2800 or equivalent and basic familiarity with Matlab or Python, or permission of instructor.	LPAREN COURSE(CS 2800) AND COURSE(Special requirement: familiarity with Matlab or Python) RPAREN OR COURSE(Permission: permission of instructor)	OK (manually corrected)
ORIE 5820	ENGRD 2700, ORIE 3300 or equivalent.	COURSE(ENGRD 2700) OR COURSE(ORIE 3300)	OK
PE 1132	PADI Adventure Diver/Junior Adventure Diver (or qualifying certification) with completed Underwater Navigation Dive; EFR Primary and Secondary Care training (or qualifying training) within 24 months.	COURSE(Special requirement: PADI certification) OR COURSE(Permission: permission of instructor)	OK (manually corrected)
PE 1346	the student must have proof of a recent physical performed by a physician and at least one (1) semester of PE 1345.	COURSE(PE 1345)	OK (manually corrected)
PE 1424	Recommended prerequisite: some previous practice of yoga is strongly encouraged.	COURSE(Special requirement: some previous practice of yoga is strongly encouraged)	OK
PE 1431	previous yoga experience.	COURSE(Special requirement: previous yoga experience)	OK
PE 1441	students should have past experience in badminton.	COURSE(Special requirement: students should have past experience in badminton)	OK
PE 1480	students must be able to swim 75 yards (equivalent to University swim test requirement).	COURSE(Special requirement: ability to swim 75 yards)	OK (manually corrected)
PE 1482	students must be able to swim 75 yards (equivalent to University swim test requirement).	COURSE(Special requirement: ability to swim 75 yards)	OK (manually corrected)
PE 1582	PE 1580 or at least one year of weight training experience, including familiarity with proper squat and deadlift technique.	COURSE(PE 1580) OR COURSE(Special requirement: weight training experience)	OK (manually corrected)
PE 1608	able to run comfortably for 50 minutes.	COURSE(Special requirement: able to run comfortably for 50 minutes)	OK
PE 1646	basic Rock Climbing or equivalent personal experience and previous Top Rope Belay Certification at the Lindseth Climbing Center.	COURSE(Special requirement: rock climbing experience)	OK (manually corrected)
PE 1647	basic Rock Climbing or equivalent personal experience and Top Rope Belay Certification at the Lindseth Climbing Center.	COURSE(Special requirement: rock climbing experience)	OK (manually corrected)
PE 1662	relatively comfortable at heights of 20-25 feet.	COURSE(Special requirement: relatively comfortable at heights of 20-25 feet)	OK
PE 1664	ability to comfortably ride a bike.	COURSE(Special requirement: ability to comfortably ride a bike)	OK
PE 1671	recreational swimmer.	COURSE(Special requirement: recreational swimmer)	OK
PE 1675	recreational swimmer.	COURSE(Special requirement: recreational swimmer)	OK
PE 1681	strong recreational swimmer.	COURSE(Special requirement: strong recreational swimmer)	OK
PERSN 1322	one year (two semesters) elementary Persian, equivalent proficiency (including heritage speakers), or permission of instructor.	COURSE(Special requirement: one year elementary Persian or equivalent) OR COURSE(Permission: permission of instructor)	OK (manually corrected)
PHIL 3203	at least one previous course in philosophy at the 2000 level or above, or permission of the instructor.	COURSE(Special requirement: one previous course in philosophy at 2000+ level) OR COURSE(Permission: permission of the instructor)	OK (manually corrected)
PHIL 3222	at least one prior course in philosophy, or permission of instructor.	LPAREN COURSE(Special requirement: one prior course in philosophy) RPAREN OR COURSE(Permission: permission of instructor)	OK
PHIL 3610	one previous course in philosophy, or permission of the instructor.	LPAREN COURSE(Special requirement: one previous course in philosophy) RPAREN OR COURSE(Permission: permission of the instructor)	OK
PHIL 3830	at least one prior course in Philosophy.	COURSE(Special requirement: one prior course in Philosophy)	OK
PHIL 4200	at least one prior course in philosophy.	COURSE(Special requirement: one prior course in philosophy)	OK
PHIL 4730	LING 3303 or permission of instructor.	LPAREN COURSE(LING 3303) RPAREN OR COURSE(Permission: permission of instructor)	OK
PHIL 4901	PHIL 4900.	COURSE(PHIL 4900)	OK
PHYS 1101	three years of high school mathematics, including trigonometry.	COURSE(Special requirement: high school math background)	OK (manually corrected)
PHYS 1112	MATH 1910 or MATH 1120. Recommended corequisite: MATH 1920 in order to continue with PHYS 2213 the following semester. Corequisite: PHYS 1110 must be taken to remain enrolled in PHYS 1112. MATH 1910 may be allowed by instructor in exceptional cases, but continuation in PHYS 2213 will then have to be deferred until MATH 1920 is completed.	COURSE(MATH 1910) OR COURSE(MATH 1120)	OK
PHYS 1190	three transfer credits for introductory physics lecture material and a degree requirement for laboratory component of that introductory course.	COURSE(Special requirement: transfer credits)	OK (manually corrected)
PHYS 1205	students must be able to swim (75 yds or equivalent to university swim test requirement).	COURSE(Special requirement: ability to swim 75 yards)	OK (manually corrected)
PHYS 2207	high school physics plus MATH 1110 or MATH 1106, or solid understanding of the basic concepts of introductory calculus.	COURSE(Special: high school physics) AND LPAREN COURSE(MATH 1110) OR COURSE(MATH 1106) RPAREN	OK (manually corrected)
PHYS 2210	PHYS 1110.	COURSE(PHYS 1110)	OK
PHYS 2213	PHYS 1112 (or strong performance in PHYS 2207) and one of MATH 1920, MATH 2220, or MATH 2240.	LPAREN COURSE(PHYS 1112) OR COURSE(PHYS 2207) RPAREN AND LPAREN COURSE(MATH 1920) OR COURSE(MATH 2220) OR COURSE(MATH 2240) RPAREN	OK (manually corrected)
PHYS 2214	PHYS 2213 (or strong performance in PHYS 2208), plus vector calculus at the level of one of the following: MATH 1920, MATH 2220, or MATH 2240.	COURSE(PHYS 2213) AND LPAREN COURSE(MATH 1920) OR COURSE(MATH 2220) OR COURSE(MATH 2240) RPAREN	OK (manually corrected)
PHYS 2216	PHYS 1112 or PHYS 2207 or permission of instructor.	LPAREN COURSE(PHYS 1112) OR COURSE(PHYS 2207) RPAREN OR COURSE(Permission: permission of instructor)	OK
PHYS 3310	PHYS 2208 or PHYS 2214 or PHYS 2218.	COURSE(PHYS 2208) OR COURSE(PHYS 2214) OR COURSE(PHYS 2218)	OK
PHYS 3316	PHYS 2214 or PHYS 2218; PHYS 1116 or PHYS 2216; and coregistration in MATH 2940 or  MATH 2210 or MATH 2230.	LPAREN COURSE(PHYS 2214) OR COURSE(PHYS 2218) RPAREN AND LPAREN COURSE(PHYS 1116) OR COURSE(PHYS 2216) RPAREN AND LPAREN COURSE(MATH 2940) OR COURSE(MATH 2210) OR COURSE(MATH 2230) RPAREN	OK (manually corrected)
PHYS 3317	PHYS 3316.	COURSE(PHYS 3316)	OK
PHYS 3327	PHYS 2217/PHYS 2218, or PHYS 2213/PHYS 2214. Recommended prerequisite: AEP 3200. Corequisite: AEP 4200 or appropriate mathematics course(s) that cover complex analysis, vector calculus, Fourier transforms and techniques for studying boundary value problems recommended.	COURSE(PHYS 2217) OR COURSE(PHYS 2218) OR COURSE(PHYS 2213) OR COURSE(PHYS 2214)	OK
PHYS 4400	two years physics.	COURSE(Special requirement: two years physics)	OK
PHYS 4410	PHYS 3327, PHYS 3318.	COURSE(PHYS 3327) AND COURSE(PHYS 3318)	OK
PHYS 4445	classical mechanics at the level of PHYS 3318 and special relativity at the level of PHYS 1116 or PHYS 2216. Electromagnetism at the level of PHYS 3327 is useful.	COURSE(PHYS 3318) AND LPAREN COURSE(PHYS 1116) OR COURSE(PHYS 2216) RPAREN	OK (manually corrected)
PHYS 4485	previous enrollment in course to be taught or equivalent, and concurrent or previous enrollment in PHYS 4484.	COURSE(PHYS 4484)	OK (manually corrected)
PHYS 4486	minimum grade of A in PHYS 1101/PHYS 1102/PHYS 2207/PHYS 2208, or A- in PHYS 1112/PHYS 2213, or B+ in PHYS 1116/PHYS 2217, or comparable AP or transfer credit.	COURSE(PHYS 1101) OR COURSE(PHYS 1102) OR COURSE(PHYS 2207) OR COURSE(PHYS 2208) OR COURSE(PHYS 1112) OR COURSE(PHYS 2213) OR COURSE(PHYS 1116) OR COURSE(PHYS 2217)	OK (manually corrected)
PHYS 4498	completion of the core requirements for the physics major.	COURSE(Special requirement: core requirements for physics major)	OK (manually corrected)
PHYS 5520	statistical physics and/or thermodynamics; electrostatics; vector calculus; differential equations; basic scientific computing; introductory biology.	COURSE(Special requirement: statistical physics/thermodynamics/electrostatics/calculus/computing/biology background)	OK (manually corrected)
PLSCI 2480	BIOEE 1780 or PLSCI 2410.	COURSE(BIOEE 1780) OR COURSE(PLSCI 2410)	OK
PLSCI 3010	one year of biology.	COURSE(Special requirement: one year of biology)	OK
